complex,AF3_binder_Interface_size,CHAI-1_binder_interface_size,Binder_Jaccard,AF3_Target_interface_size,CHAI-1_Target_interface_size,target_jaccard
qilin_y.test5,18,26,0.15789473684210525,23,32,0.375
qilin_y.test6,22,34,0.3333333333333333,17,48,0.3
qilin_y.test7,11,24,0.20689655172413793,21,40,0.10909090909090909
qilin_y.test8,8,22,0.25,12,31,0.0
qxy615.s1_rfd_base_46_60,15,26,0.4642857142857143,16,35,0.0
qxy615.s1_rfd_base_46_94,19,26,0.45161290322580644,24,34,0.28888888888888886
qxy615.s1_rfd_comp_beta_782_81,13,31,0.3333333333333333,19,42,0.35555555555555557
qy.qilin.yu.10-13-21_sample267_complex_42_complex,19,23,0.4,24,32,0.36585365853658536
revoli.mutated_nab_5,34,23,0.2391304347826087,41,25,0.0
revoli.mutated_nab_8,40,29,0.40816326530612246,47,37,0.0
revoli.mutated_nab_9,35,25,0.30434782608695654,38,31,0.0
rohith.mohan.model_67_69_2,22,22,0.375,25,32,0.1875
round1zeroshot.k5q_n70s_k71r_n73t_s87t_n88d_r179k_k183r_e213d_s214p,23,26,0.6333333333333333,23,27,0.6129032258064516
s1995825.cotimed_egf_netsolp_usability_1,32,32,0.9393939393939394,39,37,0.8536585365853658
s1995825.cotimed_egf_netsolp_usability_2,32,31,0.9090909090909091,39,40,0.7954545454545454
s1995825.cotimed_egf_netsolp_usability_3,32,31,0.9090909090909091,39,39,0.7727272727272727
s1995825.cotimed_egf_netsolp_usability_4,33,33,1.0,38,39,0.8780487804878049
s1995825.cotimed_egf_netsolp_usability_5,33,31,0.8823529411764706,37,40,0.8780487804878049
s1995825.cotimed_egf_netsolp_usability_6,32,30,0.9375,37,37,0.8048780487804879
s1995825.cotimed_egf_netsolp_usability_7,25,32,0.6764705882352942,22,39,0.0
s1995825.cotimed_egf_netsolp_usability_8,32,32,0.8823529411764706,38,38,0.9
s1995825.timed_egf_netsolp_usability_consensus_1,32,30,0.8787878787878788,38,40,0.8571428571428571
s1995825.timed_egf_netsolp_usability_consensus_2,32,29,0.90625,37,37,0.85
salireza111.seq119_3_001_8,14,19,0.43478260869565216,15,20,0.0
salireza111.seq166_1_001_7,17,17,0.36,18,25,0.2647058823529412
salireza111.seq166_3_002_4,15,31,0.3142857142857143,19,39,0.1836734693877551
salireza111.seq166_7_003_9,17,22,0.5,18,27,0.36363636363636365
salireza111.seq206_1_001_6,22,26,0.3333333333333333,22,29,0.24390243902439024
silvia.toscani.b_egfr_6,21,21,0.5,27,23,0.1111111111111111
spacecruiser42.d2_prompt_binder_t0.8_42,10,15,0.5625,15,31,0.2777777777777778
spacecruiser42.d2_prompt_binder_t0.8_88,11,15,0.7333333333333333,15,33,0.4117647058823529
spacecruiser42.d2_prompt_binder_t1.0_139,15,15,0.5,22,35,0.0
spacecruiser42.d2_prompt_binder_t1.0_22,13,17,0.5789473684210527,20,37,0.3902439024390244
spacecruiser42.d2_prompt_binder_t1.0_37,11,16,0.5882352941176471,20,35,0.0
ssomani.17,16,24,0.42857142857142855,16,24,0.42857142857142855
stocco.filippo.1.3.3.18_13_0_iteration12_1.0279718223732435,14,30,0.4666666666666667,22,40,0.4418604651162791
stocco.filippo.1.3.3.18_37_0_iteration3_1.024851931427025,15,27,0.5,21,38,0.475
stocco.filippo.1.3.3.18_40_0_iteration12_1.0321554292304749,35,35,0.9444444444444444,42,44,0.9111111111111111
stocco.filippo.1.3.3.18_4_2_iteration0_1.0407930462953479,36,33,0.9166666666666666,40,38,0.9024390243902439
stocco.filippo.1.3.3.18_51_2_iteration3_1.0356664070457622,32,32,0.9393939393939394,41,44,0.9318181818181818
stocco.filippo.1.3.3.18_65_0_iteration3_1.028317065130863,33,33,0.8857142857142857,43,41,0.8260869565217391
tadaskluonis.cotimed_egf_bcseq_0,30,33,0.9090909090909091,39,43,0.8636363636363636
tadaskluonis.cotimed_egf_bcseq_1,33,34,0.9705882352941176,39,41,0.8604651162790697
tadaskluonis.cotimed_egf_bcseq_2,33,30,0.9090909090909091,40,38,0.813953488372093
tadej.satler.egfr_binder_3,31,39,0.48936170212765956,26,38,0.5609756097560976
tarkhov.andrey.erithacus_rubecula_gigantus_1,27,48,0.07142857142857142,27,47,0.27586206896551724
tarkhov.andrey.erithacus_rubecula_gigantus_4,25,83,0.06930693069306931,35,86,0.34444444444444444
tarkhov.andrey.erithacus_rubecula_gigantus_7,26,31,0.07547169811320754,37,42,0.717391304347826
tarkhov.andrey.erithacus_rubecula_gigantus_8,33,45,0.0684931506849315,32,55,0.3181818181818182
tarkhov.andrey.erithacus_rubecula_gigantus_9,16,75,0.04597701149425287,19,90,0.1595744680851064
tiejun.wei.egfr_binder_design_208_dldesign_10_af2pred.pdb_a,32,35,0.8108108108108109,48,49,0.7017543859649122
tim.silica_corpora_regions_sampled_epitope_0_generated_variant_6_rank_7_phase_2,11,23,0.36,12,24,0.38461538461538464
tim.silica_corpora_regions_sampled_epitope_2_generated_variant_8_rank_3_phase_2,33,24,0.46153846153846156,33,34,0.0
tim.silica_corpora_sampled_epitope_0_generated_variant_1_rank_8_phase_2,21,35,0.2727272727272727,17,40,0.0
tim.silica_corpora_sampled_epitope_0_generated_variant_8_rank_1_phase_2,21,30,0.34210526315789475,20,36,0.24444444444444444
tim.silica_corpora_sampled_epitope_2_generated_variant_9_rank_6_phase_2,19,34,0.325,24,37,0.2708333333333333
toluwase.fatoki.toluwase_sequence3_119,10,32,0.13513513513513514,14,43,0.32558139534883723
toluwase.fatoki.toluwase_sequence4_148,28,35,0.16666666666666666,27,50,0.2833333333333333
toluwase.fatoki.toluwase_sequence6_112,21,33,0.17391304347826086,23,38,0.0
wtj19921231.egfr_binder_design_208_dldesign_0_cycle1_run5_af2pred.pdb_a,20,38,0.38095238095238093,23,50,0.2807017543859649
x.rustamov.p_vhh_partial_1_32,16,9,0.3157894736842105,19,10,0.0
x.rustamov.traj_11_8_model_5_0,23,34,0.35714285714285715,22,42,0.015873015873015872
x.rustamov.traj_4_8_model_1_5,24,29,0.358974358974359,28,37,0.0
x.rustamov.traj_6_1_model_1_8,24,28,0.625,23,32,0.0
x.rustamov.traj_9_8_model_1_0,14,29,0.2647058823529412,18,34,0.0
xiuming_li2015.eureka_seq_1,21,22,0.6538461538461539,24,25,0.6896551724137931
xiuming_li2015.eureka_seq_3,23,24,0.5161290322580645,23,28,0.6451612903225806
xiuming_li2015.eureka_seq_4,21,24,0.6666666666666666,23,28,0.7
youngsuko2000.fast4,37,37,0.8974358974358975,42,42,0.9090909090909091
youngsuko2000.last,38,38,0.9,48,48,0.8823529411764706
youngsuko2000.queen,37,36,0.9210526315789473,45,46,0.82
z_peplib.pepseq_design_6,13,33,0.1794871794871795,22,45,0.3673469387755102
z_peplib.pepseq_design_8,11,31,0.2727272727272727,16,42,0.0
z_peplib.pepseq_design_9,19,37,0.2727272727272727,33,48,0.0
zalavi.shortrustamov_ggg_zalavi3,54,29,0.45614035087719296,58,34,0.4603174603174603
zalavi.zalavi3_ggg_shortpacesa,27,39,0.375,26,47,0.46
zalavi.zalavi3_mergedaltered_rustamov,53,44,0.38571428571428573,59,49,0.6363636363636364
zhoup1366.dbz1___a,19,18,0.027777777777777776,16,13,0.0
zhoup1366.dbz10___a,17,8,0.47058823529411764,17,12,0.38095238095238093
zhoup1366.dbz6___a,16,35,0.275,19,38,0.2391304347826087
zhoup1366.dbz7___a,20,37,0.35714285714285715,25,40,0.0
zhoup1366.dbz8___a,15,20,0.12903225806451613,21,24,0.0
zulfatmi.pocket1pep78,13,16,0.8125,32,27,0.017241379310344827
zulfatmi.pocket2pep63,7,12,0.46153846153846156,14,21,0.34615384615384615
zulfatmi.pocket7pep42,11,7,0.5,17,11,0.0
