name,binding_strength,binding,expression,pae_interaction,design_models,match_id,complex_id,plddt,gpde,ptm,iptm,chain_gpde,chain_pair_gpde,chain_ptm,chain_iptm,chain_pair_iptm,chain_pair_iptm_global,chain_plddt,chain_pair_plddt,has_clash,disorder,ranking_score,num_recycles,chain_A_plddt,chain_B_plddt
elian.elian1,none,false,high,12.866124718196458,"[""Custom ensemble/diffusion""]",elian.elian1,elian.elian1,36.698001861572266,4.375346660614014,0.2245764583349228,0.1703200340270996,"[0.5549874901771545, 4.5979413986206055]","[[0.0, 15.478652000427246], [15.478652000427246, 0.0]]","[0.6472456455230713, 0.20228707790374756]","[0.1703200340270996, 0.1703200340270996]","[[0.0, 0.1703200340270996], [0.1703200340270996, 0.0]]","[[0.0, 0.1703200340270996], [0.1703200340270996, 0.0]]","[0.6705953478813171, 0.3181903660297394]","[[0.0, 0.36698001623153687], [0.36698001623153687, 0.0]]",False,0.0,0.1811713129281997,10.0,0.6705953478813171,0.3181903660297394
elian.elian5,none,false,high,11.181468276972623,"[""Custom ensemble/diffusion""]",elian.elian5,elian.elian5,36.62449645996094,4.392951011657715,0.2349636405706405,0.2606530785560608,"[0.5565158724784851, 4.651283264160156]","[[0.0, 15.699809074401855], [15.699809074401855, 0.0]]","[0.6952787637710571, 0.20237252116203308]","[0.2606530785560608, 0.2606530785560608]","[[0.0, 0.2606530785560608], [0.2606530785560608, 0.0]]","[[0.0, 0.2606530785560608], [0.2606530785560608, 0.0]]","[0.6869252920150757, 0.3150489926338196]","[[0.0, 0.36624497175216675], [0.36624497175216675, 0.0]]",False,0.0,0.2555151879787445,10.0,0.6869252920150757,0.3150489926338196
klima.jason.8hgo_design_8gswy_1_2,none,false,high,11.65567783816425,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",klima.jason.8hgo_design_8gswy_1_2,klima.jason.8hgo_design_8gswy_1_2,37.53221893310547,4.449134349822998,0.2057725042104721,0.1418544650077819,"[2.1968576908111572, 4.377112865447998]","[[0.0, 16.467811584472656], [16.467811584472656, 0.0]]","[0.25719374418258667, 0.21113242208957672]","[0.14185446500778198, 0.14185446500778198]","[[0.0, 0.14185446500778198], [0.14185446500778198, 0.0]]","[[0.0, 0.14185446500778198], [0.14185446500778198, 0.0]]","[0.47164639830589294, 0.35441461205482483]","[[0.0, 0.3753221929073334], [0.3753221929073334, 0.0]]",False,0.0,0.1546380668878555,10.0,0.47164639830589294,0.35441461205482483
julie.jg26n,none,false,high,12.780310950080516,,julie.jg26n,julie.jg26n,35.312767028808594,4.680263519287109,0.2001826018095016,0.1021120771765708,"[0.4430212676525116, 4.846658706665039]","[[0.0, 18.256439208984375], [18.256439208984375, 0.0]]","[0.8204118013381958, 0.2022370845079422]","[0.10211207717657089, 0.10211207717657089]","[[0.0, 0.10211207717657089], [0.10211207717657089, 0.0]]","[[0.0, 0.10211207717657089], [0.10211207717657089, 0.0]]","[0.7501682043075562, 0.3211847245693207]","[[0.0, 0.353127658367157], [0.353127658367157, 0.0]]",False,0.0,0.1217261850833892,10.0,0.7501682043075562,0.3211847245693207
qilin_y.test5,none,false,high,12.718876435856146,"[""Custom generative""]",qilin_y.test5,qilin_y.test5,35.36806869506836,4.622708320617676,0.2071689665317535,0.155231773853302,"[1.8872621059417725, 4.63322114944458]","[[0.0, 14.69080924987793], [14.69080924987793, 0.0]]","[0.7175166010856628, 0.20932070910930634]","[0.155231773853302, 0.155231773853302]","[[0.0, 0.155231773853302], [0.155231773853302, 0.0]]","[[0.0, 0.155231773853302], [0.155231773853302, 0.0]]","[0.6140151023864746, 0.3206275999546051]","[[0.0, 0.35368070006370544], [0.35368070006370544, 0.0]]",False,0.0,0.16561920940876,10.0,0.6140151023864746,0.3206275999546051
julie.ryfqy,none,false,high,12.693859742351044,,julie.ryfqy,julie.ryfqy,35.297115325927734,4.613361358642578,0.193454772233963,0.1068177968263626,"[0.35346877574920654, 4.764578342437744]","[[0.0, 17.8968448638916], [17.8968448638916, 0.0]]","[0.8728698492050171, 0.1951686590909958]","[0.10681779682636261, 0.10681779682636261]","[[0.0, 0.10681779682636261], [0.10681779682636261, 0.0]]","[[0.0, 0.10681779682636261], [0.10681779682636261, 0.0]]","[0.7690036296844482, 0.3198489844799042]","[[0.0, 0.3529711663722992], [0.3529711663722992, 0.0]]",False,0.0,0.1241451948881149,10.0,0.7690036296844482,0.3198489844799042
huiyu.cai.h3_15_3351_h,none,false,high,25.4887094262786,"[""Custom PLM""]",huiyu.cai.h3_15_3351_h,huiyu.cai.h3_15_3351_h,37.7070426940918,4.462671756744385,0.2462530136108398,0.1176028028130531,"[0.9680243134498596, 4.742117881774902]","[[0.0, 15.554494857788086], [15.554494857788086, 0.0]]","[0.8048620223999023, 0.19468210637569427]","[0.11760280281305313, 0.11760280281305313]","[[0.0, 0.11760280281305313], [0.11760280281305313, 0.0]]","[[0.0, 0.11760280281305313], [0.11760280281305313, 0.0]]","[0.6650786995887756, 0.3204100430011749]","[[0.0, 0.37707042694091797], [0.37707042694091797, 0.0]]",False,0.0,0.143332839012146,10.0,0.6650786995887756,0.3204100430011749
begonia.sp.13.egfr_l61_s456546_mpnn1_model1,none,false,high,12.526772392492276,"[""BindCraft""]",begonia.sp.13.egfr_l61_s456546_mpnn1_model1,begonia.sp.13.egfr_l61_s456546_mpnn1_model1,36.49489974975586,4.680661201477051,0.195639356970787,0.1113065257668495,"[0.39027443528175354, 4.8605451583862305]","[[0.0, 16.026601791381836], [16.026601791381836, 0.0]]","[0.8036630153656006, 0.1977870911359787]","[0.11130652576684952, 0.11130652576684952]","[[0.0, 0.11130652576684952], [0.11130652576684952, 0.0]]","[[0.0, 0.11130652576684952], [0.11130652576684952, 0.0]]","[0.7354350090026855, 0.3241202235221863]","[[0.0, 0.36494898796081543], [0.36494898796081543, 0.0]]",False,0.0,0.1281730830669403,10.0,0.7354350090026855,0.3241202235221863
elian.elian3,none,false,high,12.378778904991949,"[""Custom ensemble/diffusion""]",elian.elian3,elian.elian3,35.99174118041992,4.474425315856934,0.2197950184345245,0.267682671546936,"[0.8380999565124512, 4.672247409820557]","[[0.0, 15.429876327514648], [15.429876327514648, 0.0]]","[0.6070970296859741, 0.20748545229434967]","[0.26768267154693604, 0.26768267154693604]","[[0.0, 0.26768267154693604], [0.26768267154693604, 0.0]]","[[0.0, 0.26768267154693604], [0.26768267154693604, 0.0]]","[0.622322142124176, 0.31780511140823364]","[[0.0, 0.35991740226745605], [0.35991740226745605, 0.0]]",False,0.0,0.2581051290035248,10.0,0.622322142124176,0.31780511140823364
lyu.2,none,false,high,12.259662962962963,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",lyu.2,lyu.2,37.50719833374024,4.325352668762207,0.2368549257516861,0.1971236020326614,"[0.35722798109054565, 4.6680731773376465]","[[0.0, 16.855438232421875], [16.855438232421875, 0.0]]","[0.8336557745933533, 0.20343637466430664]","[0.19712360203266144, 0.19712360203266144]","[[0.0, 0.19712360203266144], [0.19712360203266144, 0.0]]","[[0.0, 0.19712360203266144], [0.19712360203266144, 0.0]]","[0.7464975714683533, 0.3118059039115906]","[[0.0, 0.3750719726085663], [0.3750719726085663, 0.0]]",False,0.0,0.2050698697566986,10.0,0.7464975714683533,0.3118059039115906
alessio.daddio.ad_1,none,false,high,12.060652621220257,"[""BindCraft"",""RSO""]",alessio.daddio.ad_1,alessio.daddio.ad_1,36.71807861328125,4.456480979919434,0.2177727669477462,0.1230491027235984,"[0.37639039754867554, 4.746440410614014]","[[0.0, 16.68424415588379], [16.68424415588379, 0.0]]","[0.7638665437698364, 0.1903623640537262]","[0.12304910272359848, 0.12304910272359848]","[[0.0, 0.12304910272359848], [0.12304910272359848, 0.0]]","[[0.0, 0.12304910272359848], [0.12304910272359848, 0.0]]","[0.7337198257446289, 0.31480711698532104]","[[0.0, 0.36718079447746277], [0.36718079447746277, 0.0]]",False,0.0,0.141993835568428,10.0,0.7337198257446289,0.31480711698532104
dre.lgdl_egfr_008,none,false,high,9.720647936265784,"[""Custom generative""]",dre.lgdl_egfr_008,dre.lgdl_egfr_008,33.372642517089844,4.863090515136719,0.2151947021484375,0.1649122089147567,"[2.0146288871765137, 4.522141933441162]","[[0.0, 15.610105514526367], [15.610105514526367, 0.0]]","[0.14843614399433136, 0.2132340371608734]","[0.16491220891475677, 0.16491220891475677]","[[0.0, 0.16491220891475677], [0.16491220891475677, 0.0]]","[[0.0, 0.16491220891475677], [0.16491220891475677, 0.0]]","[0.3037099540233612, 0.3355879485607147]","[[0.0, 0.3337264358997345], [0.3337264358997345, 0.0]]",False,0.0,0.1749687194824218,10.0,0.3037099540233612,0.3355879485607147
noah.holzleitner.noah_egfr-binder_8,none,false,high,12.007883876162278,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",noah.holzleitner.noah_egfrbinder_8,noah.holzleitner.noah_egfr-binder_8,34.96845626831055,4.511529922485352,0.1995568722486496,0.1338446885347366,"[0.4512608051300049, 4.658280849456787]","[[0.0, 16.192869186401367], [16.192869186401367, 0.0]]","[0.7839927673339844, 0.20161019265651703]","[0.13384468853473663, 0.13384468853473663]","[[0.0, 0.13384468853473663], [0.13384468853473663, 0.0]]","[[0.0, 0.13384468853473663], [0.13384468853473663, 0.0]]","[0.689010500907898, 0.31371158361434937]","[[0.0, 0.34968456625938416], [0.34968456625938416, 0.0]]",False,0.0,0.1469871252775192,10.0,0.689010500907898,0.31371158361434937
salireza111.seq166_3_002_4,none,false,high,11.90701222517993,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",salireza111.seq166_3_002_4,salireza111.seq166_3_002_4,35.74384307861328,4.566408634185791,0.2079863101243972,0.1449185162782669,"[0.48552799224853516, 4.644528388977051]","[[0.0, 17.22501564025879], [17.22501564025879, 0.0]]","[0.7498063445091248, 0.21008187532424927]","[0.1449185162782669, 0.1449185162782669]","[[0.0, 0.1449185162782669], [0.1449185162782669, 0.0]]","[[0.0, 0.1449185162782669], [0.1449185162782669, 0.0]]","[0.6912654042243958, 0.33267942070961]","[[0.0, 0.35743844509124756], [0.35743844509124756, 0.0]]",False,0.0,0.1575320661067962,10.0,0.6912654042243958,0.33267942070961
pastei5.egfr_binder_01,none,false,high,25.60860899758454,"[""AlphaFold2""]",pastei5.egfr_binder_01,pastei5.egfr_binder_01,33.010616302490234,5.010088443756104,0.1915465891361236,0.1077751964330673,"[2.9325687885284424, 4.739386081695557]","[[0.0, 16.54816436767578], [16.54816436767578, 0.0]]","[0.20642490684986115, 0.19284258782863617]","[0.10777519643306732, 0.10777519643306732]","[[0.0, 0.10777519643306732], [0.10777519643306732, 0.0]]","[[0.0, 0.10777519643306732], [0.10777519643306732, 0.0]]","[0.3587060868740082, 0.3263431489467621]","[[0.0, 0.3301061689853668], [0.3301061689853668, 0.0]]",False,0.0,0.124529480934143,10.0,0.3587060868740082,0.3263431489467621
zhoup1366.dbz7___a,none,false,high,25.752589658560552,"[""Custom PLM""]",zhoup1366.dbz7_a,zhoup1366.dbz7___a,33.94087219238281,4.650291919708252,0.2073560059070587,0.1116052269935607,"[3.0890564918518066, 4.511916160583496]","[[0.0, 16.268665313720703], [16.268665313720703, 0.0]]","[0.31762558221817017, 0.21170300245285034]","[0.11160522699356079, 0.11160522699356079]","[[0.0, 0.11160522699356079], [0.11160522699356079, 0.0]]","[[0.0, 0.11160522699356079], [0.11160522699356079, 0.0]]","[0.39128807187080383, 0.3298654854297638]","[[0.0, 0.3394087255001068], [0.3394087255001068, 0.0]]",False,0.0,0.1307553797960281,10.0,0.39128807187080383,0.3298654854297638
cameron.kroll.gertrude_gen3,none,false,high,25.774054410814248,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",cameron.kroll.gertrude_gen3,cameron.kroll.gertrude_gen3,41.81896209716797,4.112305641174316,0.2835392951965332,0.1990456134080886,"[0.3706904947757721, 4.7723259925842285]","[[0.0, 17.544795989990234], [17.544795989990234, 0.0]]","[0.8982201218605042, 0.19756433367729187]","[0.19904561340808868, 0.19904561340808868]","[[0.0, 0.19904561340808868], [0.19904561340808868, 0.0]]","[[0.0, 0.19904561340808868], [0.19904561340808868, 0.0]]","[0.8058550357818604, 0.3208874762058258]","[[0.0, 0.4181896150112152], [0.4181896150112152, 0.0]]",False,0.0,0.2159443497657776,10.0,0.8058550357818604,0.3208874762058258
elian.elian4,none,false,high,11.7371306763285,"[""Custom ensemble/diffusion""]",elian.elian4,elian.elian4,37.65157699584961,4.4482102394104,0.2330860793590545,0.1858224123716354,"[0.434099942445755, 4.671922206878662]","[[0.0, 15.942709922790527], [15.942709922790527, 0.0]]","[0.7528234720230103, 0.20023837685585022]","[0.18582241237163544, 0.18582241237163544]","[[0.0, 0.18582241237163544], [0.18582241237163544, 0.0]]","[[0.0, 0.18582241237163544], [0.18582241237163544, 0.0]]","[0.7038458585739136, 0.32377806305885315]","[[0.0, 0.37651577591896057], [0.37651577591896057, 0.0]]",False,0.0,0.1952751576900482,10.0,0.7038458585739136,0.32377806305885315
cbrown.cbrown_0005_2_egfr_l81_s801188_mpnn1_model1,none,false,high,11.379012544482215,"[""BindCraft""]",cbrown.cbrown_0005_2_egfr_l81_s801188_mpnn1_model1,cbrown.cbrown_0005_2_egfr_l81_s801188_mpnn1_model1,36.74111557006836,4.469968795776367,0.2219007909297943,0.1382849961519241,"[0.416814923286438, 4.73646354675293]","[[0.0, 14.582001686096191], [14.582001686096191, 0.0]]","[0.8250077962875366, 0.20330950617790222]","[0.13828499615192413, 0.13828499615192413]","[[0.0, 0.13828499615192413], [0.13828499615192413, 0.0]]","[[0.0, 0.13828499615192413], [0.13828499615192413, 0.0]]","[0.6979938745498657, 0.3200366497039795]","[[0.0, 0.36741116642951965], [0.36741116642951965, 0.0]]",False,0.0,0.1550081670284271,10.0,0.6979938745498657,0.3200366497039795
merlettaia.seq6v4,none,false,high,26.122251051893407,"[""ESM2/3""]",merlettaia.seq6v4,merlettaia.seq6v4,36.10287857055664,4.543633937835693,0.230365589261055,0.1230804622173309,"[2.017239570617676, 4.620235443115234]","[[0.0, 15.865160942077637], [15.865160942077637, 0.0]]","[0.6223321557044983, 0.20455507934093475]","[0.12308046221733093, 0.12308046221733093]","[[0.0, 0.12308046221733093], [0.12308046221733093, 0.0]]","[[0.0, 0.12308046221733093], [0.12308046221733093, 0.0]]","[0.535971462726593, 0.3261355757713318]","[[0.0, 0.361028790473938], [0.361028790473938, 0.0]]",False,0.0,0.1445374935865402,10.0,0.535971462726593,0.3261355757713318
martin.egfr_l142_s75963_mpnn1,none,false,medium,25.45604097208048,"[""BindCraft""]",martin.egfr_l142_s75963_mpnn1,martin.egfr_l142_s75963_mpnn1,41.72860336303711,4.044641494750977,0.2588060796260834,0.156611829996109,"[0.7110157012939453, 4.272922515869141]","[[0.0, 15.2921724319458], [15.2921724319458, 0.0]]","[0.7387232184410095, 0.2119661122560501]","[0.156611829996109, 0.156611829996109]","[[0.0, 0.156611829996109], [0.156611829996109, 0.0]]","[[0.0, 0.156611829996109], [0.156611829996109, 0.0]]","[0.6844779253005981, 0.3522934317588806]","[[0.0, 0.4172860383987427], [0.4172860383987427, 0.0]]",False,0.0,0.1770506799221038,10.0,0.6844779253005981,0.3522934317588806
enzo.morro.design_0_n_2_mpnn_1.120_plddt_0.858_i_ptm_0.072_i_pae_28.117_rmsd_30.276,none,false,high,26.06944246772156,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",enzo.morro.design_0_n_2_mpnn_1.120_plddt_0.858_i_ptm_0.072_i_pae_28.117_rmsd_30.276,enzo.morro.design_0_n_2_mpnn_1.120_plddt_0.858_i_ptm_0.072_i_pae_28.117_rmsd_30.276,42.06473159790039,4.046464443206787,0.2756032049655914,0.1148379072546958,"[0.655040442943573, 4.526105880737305]","[[0.0, 17.49814224243164], [17.49814224243164, 0.0]]","[0.7395093441009521, 0.21050146222114563]","[0.11483790725469589, 0.11483790725469589]","[[0.0, 0.11483790725469589], [0.11483790725469589, 0.0]]","[[0.0, 0.11483790725469589], [0.11483790725469589, 0.0]]","[0.7274786233901978, 0.33636996150016785]","[[0.0, 0.4206473231315613], [0.4206473231315613, 0.0]]",False,0.0,0.1469909697771072,10.0,0.7274786233901978,0.33636996150016785
alex.naka.venusaur,none,false,medium,7.662666988727858,"[""ESM2/3"",""EvoProtGrad""]",alex.naka.venusaur,alex.naka.venusaur,34.24967956542969,4.586191177368164,0.207848310470581,0.1308850049972534,"[1.694092869758606, 4.519014835357666]","[[0.0, 14.377243041992188], [14.377243041992188, 0.0]]","[0.36970874667167664, 0.20921529829502106]","[0.13088500499725342, 0.13088500499725342]","[[0.0, 0.13088500499725342], [0.13088500499725342, 0.0]]","[[0.0, 0.13088500499725342], [0.13088500499725342, 0.0]]","[0.42073363065719604, 0.3358418643474579]","[[0.0, 0.3424968123435974], [0.3424968123435974, 0.0]]",False,0.0,0.1462776660919189,10.0,0.42073363065719604,0.3358418643474579
x.rustamov.traj_9_8_model_1_0,none,false,medium,20.741966061787032,"[""AlphaFold2""]",x.rustamov.traj_9_8_model_1_0,x.rustamov.traj_9_8_model_1_0,37.32898712158203,4.3405070304870605,0.2533802688121795,0.1284557580947876,"[0.7647674083709717, 4.603277683258057]","[[0.0, 14.872498512268066], [14.872498512268066, 0.0]]","[0.8077293634414673, 0.20178627967834473]","[0.1284557580947876, 0.1284557580947876]","[[0.0, 0.1284557580947876], [0.1284557580947876, 0.0]]","[[0.0, 0.1284557580947876], [0.1284557580947876, 0.0]]","[0.6707696914672852, 0.3159503638744354]","[[0.0, 0.3732898533344269], [0.3732898533344269, 0.0]]",False,0.0,0.1534406542778015,10.0,0.6707696914672852,0.3159503638744354
keaun.gwfgvvfkadiagvsekvaielsggyegslttpsgwnq,none,false,medium,20.725911517925248,"[""Custom ensemble/diffusion""]",keaun.gwfgvvfkadiagvsekvaielsggyegslttpsgwnq,keaun.gwfgvvfkadiagvsekvaielsggyegslttpsgwnq,31.38323783874512,5.109601020812988,0.2014355063438415,0.1412116289138794,"[2.322321653366089, 4.774051189422607]","[[0.0, 15.291553497314453], [15.291553497314453, 0.0]]","[0.12351859360933304, 0.20173001289367676]","[0.1412116289138794, 0.1412116289138794]","[[0.0, 0.1412116289138794], [0.1412116289138794, 0.0]]","[[0.0, 0.1412116289138794], [0.1412116289138794, 0.0]]","[0.2682507634162903, 0.31651586294174194]","[[0.0, 0.3138323724269867], [0.3138323724269867, 0.0]]",False,0.0,0.1532564014196396,10.0,0.2682507634162903,0.31651586294174194
keaun.gwfgvvfkadiardsefvailesqgylssittfsgwnq,none,false,medium,20.04073904568184,"[""Custom ensemble/diffusion""]",keaun.gwfgvvfkadiardsefvailesqgylssittfsgwnq,keaun.gwfgvvfkadiardsefvailesqgylssittfsgwnq,32.618526458740234,4.9453606605529785,0.2052496522665023,0.1479354351758957,"[1.6890240907669067, 4.7207207679748535]","[[0.0, 14.84918212890625], [14.84918212890625, 0.0]]","[0.29187050461769104, 0.20689964294433594]","[0.1479354351758957, 0.1479354351758957]","[[0.0, 0.1479354351758957], [0.1479354351758957, 0.0]]","[[0.0, 0.1479354351758957], [0.1479354351758957, 0.0]]","[0.32408344745635986, 0.32631781697273254]","[[0.0, 0.3261852562427521], [0.3261852562427521, 0.0]]",False,0.0,0.1593982875347137,10.0,0.32408344745635986,0.32631781697273254
zulfatmi.pocket1pep78,none,false,medium,20.012834641706927,"[""Custom PLM""]",zulfatmi.pocket1pep78,zulfatmi.pocket1pep78,32.8889045715332,4.881838321685791,0.1996054202318191,0.1681766808032989,"[0.660681426525116, 4.771146774291992]","[[0.0, 17.223575592041016], [17.223575592041016, 0.0]]","[0.06324028968811035, 0.19999930262565613]","[0.16817668080329895, 0.16817668080329895]","[[0.0, 0.16817668080329895], [0.16817668080329895, 0.0]]","[[0.0, 0.16817668080329895], [0.16817668080329895, 0.0]]","[0.41708922386169434, 0.32648682594299316]","[[0.0, 0.32888904213905334], [0.32888904213905334, 0.0]]",False,0.0,0.1744624376296997,10.0,0.41708922386169434,0.32648682594299316
julian.faust.becotatugxpimurutamab_scfv,none,false,medium,14.63299025961274,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",julian.faust.becotatugxpimurutamab_scfv,julian.faust.becotatugxpimurutamab_scfv,44.79913330078125,4.143289089202881,0.3249678909778595,0.1355289667844772,"[1.0985701084136963, 4.6515374183654785]","[[0.0, 15.810256958007812], [15.810256958007812, 0.0]]","[0.7447832822799683, 0.21068862080574036]","[0.13552896678447723, 0.13552896678447723]","[[0.0, 0.13552896678447723], [0.13552896678447723, 0.0]]","[[0.0, 0.13552896678447723], [0.13552896678447723, 0.0]]","[0.746515154838562, 0.3329724669456482]","[[0.0, 0.44799134135246277], [0.44799134135246277, 0.0]]",False,0.0,0.1734167635440826,10.0,0.746515154838562,0.3329724669456482
paulafcfranklin.synth_rosetta_9,none,false,medium,8.744530512521518,"[""Rosetta"",""ESM2/3""]",paulafcfranklin.synth_rosetta_9,paulafcfranklin.synth_rosetta_9,32.567630767822266,4.97799015045166,0.1876749545335769,0.108347438275814,"[2.6595652103424072, 4.7867608070373535]","[[0.0, 16.396818161010742], [16.396818161010742, 0.0]]","[0.1546783745288849, 0.18797370791435242]","[0.10834743827581406, 0.10834743827581406]","[[0.0, 0.10834743827581406], [0.10834743827581406, 0.0]]","[[0.0, 0.10834743827581406], [0.10834743827581406, 0.0]]","[0.34139829874038696, 0.32415449619293213]","[[0.0, 0.3256763219833374], [0.3256763219833374, 0.0]]",False,0.0,0.1242129504680633,10.0,0.34139829874038696,0.32415449619293213
tiejun.wei.egfr_binder_design_208_dldesign_10_af2pred.pdb_a,none,false,medium,9.519181642512075,,tiejun.wei.egfr_binder_design_208_dldesign_10_af2pred.pdb_a,tiejun.wei.egfr_binder_design_208_dldesign_10_af2pred.pdb_a,34.72847366333008,4.673151969909668,0.1932235211133957,0.1294346749782562,"[0.7913766503334045, 4.704360485076904]","[[0.0, 16.74460792541504], [16.74460792541504, 0.0]]","[0.4691317677497864, 0.1923576295375824]","[0.12943467497825623, 0.12943467497825623]","[[0.0, 0.12943467497825623], [0.12943467497825623, 0.0]]","[[0.0, 0.12943467497825623], [0.12943467497825623, 0.0]]","[0.5737819075584412, 0.32778117060661316]","[[0.0, 0.347284734249115], [0.347284734249115, 0.0]]",False,0.0,0.1421924531459808,10.0,0.5737819075584412,0.32778117060661316
salireza111.seq166_7_003_9,none,false,medium,10.140296920700646,"[""RFdiffusion"",""ProteinMPNN/LigandMPNN""]",salireza111.seq166_7_003_9,salireza111.seq166_7_003_9,34.000030517578125,4.755640983581543,0.2034055739641189,0.1117965728044509,"[1.9485200643539429, 4.621493339538574]","[[0.0, 15.37292766571045], [15.37292766571045, 0.0]]","[0.2901241183280945, 0.2045823037624359]","[0.11179657280445099, 0.11179657280445099]","[[0.0, 0.11179657280445099], [0.11179657280445099, 0.0]]","[[0.0, 0.11179657280445099], [0.11179657280445099, 0.0]]","[0.40508121252059937, 0.33521437644958496]","[[0.0, 0.34000030159950256], [0.34000030159950256, 0.0]]",False,0.0,0.1301183700561523,10.0,0.40508121252059937,0.33521437644958496
qilin_y.test4,none,false,medium,10.039347074610845,"[""Custom generative""]",qilin_y.test4,qilin_y.test4,34.59803009033203,4.548218727111816,0.206682488322258,0.1084904223680496,"[2.379443407058716, 4.577136039733887]","[[0.0, 16.307180404663086], [16.307180404663086, 0.0]]","[0.4131975769996643, 0.2092197984457016]","[0.10849042236804962, 0.10849042236804962]","[[0.0, 0.10849042236804962], [0.10849042236804962, 0.0]]","[[0.0, 0.10849042236804962], [0.10849042236804962, 0.0]]","[0.45692571997642517, 0.3318942189216614]","[[0.0, 0.34598031640052795], [0.34598031640052795, 0.0]]",False,0.0,0.1281288415193557,10.0,0.45692571997642517,0.3318942189216614
joaosartori2.c3,none,false,medium,9.904508162585376,"[""ESM2/3""]",joaosartori2.c3,joaosartori2.c3,33.54829406738281,4.670193672180176,0.2049875408411026,0.1157235205173492,"[2.4925613403320312, 4.467316627502441]","[[0.0, 15.05307388305664], [15.05307388305664, 0.0]]","[0.23356376588344574, 0.20666322112083435]","[0.11572352051734924, 0.11572352051734924]","[[0.0, 0.11572352051734924], [0.11572352051734924, 0.0]]","[[0.0, 0.11572352051734924], [0.11572352051734924, 0.0]]","[0.3521718382835388, 0.3339199721813202]","[[0.0, 0.33548295497894287], [0.33548295497894287, 0.0]]",False,0.0,0.1335763335227966,10.0,0.3521718382835388,0.3339199721813202
amirm.mhosseini.seq4,none,false,medium,9.892940631361467,"[""ProteinMPNN/LigandMPNN""]",amirm.mhosseini.seq4,amirm.mhosseini.seq4,35.04160690307617,4.613245964050293,0.1930069774389267,0.1763856261968612,"[0.8423628211021423, 4.6109137535095215]","[[0.0, 16.083066940307617], [16.083066940307617, 0.0]]","[0.6308184266090393, 0.19345802068710327]","[0.17638562619686127, 0.17638562619686127]","[[0.0, 0.17638562619686127], [0.17638562619686127, 0.0]]","[[0.0, 0.17638562619686127], [0.17638562619686127, 0.0]]","[0.5864545106887817, 0.33018988370895386]","[[0.0, 0.35041606426239014], [0.35041606426239014, 0.0]]",False,0.0,0.1797098964452743,10.0,0.5864545106887817,0.33018988370895386
aswini.seed1_1,none,false,medium,9.87916376811594,"[""Custom generative"",""Custom surrogate""]",aswini.seed1_1,aswini.seed1_1,34.46165084838867,4.706828594207764,0.2025584876537323,0.1113502904772758,"[2.7311742305755615, 4.485623359680176]","[[0.0, 17.01504135131836], [17.01504135131836, 0.0]]","[0.17310084402561188, 0.20346693694591522]","[0.11135029047727585, 0.11135029047727585]","[[0.0, 0.11135029047727585], [0.11135029047727585, 0.0]]","[[0.0, 0.11135029047727585], [0.11135029047727585, 0.0]]","[0.34646695852279663, 0.34446415305137634]","[[0.0, 0.34461650252342224], [0.34461650252342224, 0.0]]",False,0.0,0.1295919418334961,10.0,0.34646695852279663,0.34446415305137634
biolucasmachado.engineered_binder_2,none,false,medium,9.74646523960242,"[""ProteinMPNN/LigandMPNN"",""Rosetta"",""ESM2/3""]",biolucasmachado.engineered_binder_2,biolucasmachado.engineered_binder_2,34.90659713745117,4.624744415283203,0.2144401669502258,0.1055599972605705,"[2.508044719696045, 4.4504547119140625]","[[0.0, 16.740848541259766], [16.740848541259766, 0.0]]","[0.15643872320652008, 0.2172846645116806]","[0.10555999726057053, 0.10555999726057053]","[[0.0, 0.10555999726057053], [0.10555999726057053, 0.0]]","[[0.0, 0.10555999726057053], [0.10555999726057053, 0.0]]","[0.3798701763153076, 0.34623268246650696]","[[0.0, 0.34906595945358276], [0.34906595945358276, 0.0]]",False,0.0,0.1273360401391983,10.0,0.3798701763153076,0.34623268246650696
alessio.daddio.ad_4,none,false,medium,9.413321256038646,"[""BindCraft"",""RSO""]",alessio.daddio.ad_4,alessio.daddio.ad_4,34.85102462768555,4.736466407775879,0.2000390887260437,0.1129602715373039,"[0.4889407455921173, 4.797491550445557]","[[0.0, 15.914484024047852], [15.914484024047852, 0.0]]","[0.7103336453437805, 0.201040118932724]","[0.11296027153730392, 0.11296027153730392]","[[0.0, 0.11296027153730392], [0.11296027153730392, 0.0]]","[[0.0, 0.11296027153730392], [0.11296027153730392, 0.0]]","[0.6759846806526184, 0.318459153175354]","[[0.0, 0.3485102355480194], [0.3485102355480194, 0.0]]",False,0.0,0.1303760409355163,10.0,0.6759846806526184,0.318459153175354
