complex,AF3_binder_Interface_size,Boltz_binder_interface_size,Binder_Jaccard,AF3_Target_interface_size,Boltz_Target_interface_size,target_jaccard
ali.rasouli.intern.model_77_142_3,22,28,0.3157894736842105,23,30,0.08163265306122448
tarkhov.andrey.erithacus_rubecula_gigantus_9,16,51,0.015151515151515152,19,53,0.058823529411764705
hughy.7om4_b_a_33_rnd2_v2_full,24,12,0.2,23,10,0.0
elian.elian4,30,40,0.7073170731707317,28,43,0.6511627906976745
akash.arunabharathi.design9,8,49,0.0,13,61,0.13846153846153847
toluwase.fatoki.toluwase_sequence4_148,28,49,0.11594202898550725,27,55,0.36666666666666664
a.tucs.andrejs_tucs_seq1,31,32,0.9090909090909091,40,40,0.8604651162790697
briannaughton.egfr_plus_egfr,37,58,0.3013698630136986,43,81,0.47619047619047616
s1995825.timed_egf_netsolp_usability_consensus_1,32,27,0.7878787878787878,38,38,0.7674418604651163
lennart.nickel.egfr_l139_s63093_mpnn2,23,25,0.5483870967741935,24,34,0.4146341463414634
silvia.toscani.b_egfr_6,21,23,0.4666666666666667,27,27,0.2
mosquitolkfo.nab_design_6,18,19,0.6818181818181818,27,19,0.022222222222222223
maxall4.egfr_ed_binder_l134_s906486_mpnn2_model1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000_top1_mutation_g108s_round1_chain_a,22,22,0.8333333333333334,27,27,0.7419354838709677
martin.egfr_l111_s89744_mpnn1,18,18,0.44,18,19,0.0
colby.tupegfr_018___anti-egfr_fv-like_protein_diffused_with_esm3,26,21,0.34285714285714286,27,29,0.12
noah.holzleitner.noah_egfr-binder_8,23,27,0.5625,29,29,0.23404255319148937
aureliabustos.wwt_noised_i_scaffold_shorted_var8423,33,33,0.9411764705882353,38,41,0.8809523809523809
xiuming_li2015.eureka_seq_3,23,28,0.7,23,26,0.6333333333333333
nhaas.8,25,32,0.5833333333333334,24,40,0.5238095238095238
jude.wells.21.6b3s_necitumumab_fused_trimmed_task_98_iter_184,22,34,0.6,26,33,0.7352941176470589
tarkhov.andrey.erithacus_rubecula_gigantus_8,33,52,0.21428571428571427,32,53,0.39344262295081966
cameron.kroll.gertrude_gen6,28,22,0.3888888888888889,29,24,0.0
akash.arunabharathi.design10,15,26,0.10810810810810811,20,35,0.0
joaosartori2.c3,33,35,0.7894736842105263,41,41,0.7446808510638298
niklas.95b59203-b642-4754-bcd3-8e670a722c8d_l91_s349792600_mpnn2,16,16,0.7777777777777778,16,21,0.6818181818181818
chenceshi1105.steven_binder_design_l75_s60968_it100_mpnn0,26,60,0.4098360655737705,27,73,0.3157894736842105
amirm.mhosseini.seq1,36,38,0.85,41,49,0.8
alejandro.corrochano-navarro.eng_scfv_binder_2,22,27,0.5806451612903226,22,27,0.75
flowuenne.nf-proteindesign_design8,15,21,0.5652173913043478,22,23,0.21621621621621623
colby.tupegfr_012___anti-egfr_fv-like_protein_diffused_with_evodiff,19,61,0.1267605633802817,23,69,0.24324324324324326
s1995825.timed_egf_netsolp_usability_consensus_2,32,16,0.3333333333333333,37,25,0.2916666666666667
paulafcfranklin.synth_rosetta_2,33,30,0.8529411764705882,41,40,0.9285714285714286
reed.harrison.model_56_119_0,20,25,0.6071428571428571,32,35,0.425531914893617
noah.holzleitner.noah_egfr-binder_1,21,24,0.5517241379310345,28,30,0.16
chrisxushaoyong.hu_nano2_2_7ef96e,20,12,0.45454545454545453,26,18,0.0
minji.lee.3995,12,17,0.20833333333333334,18,25,0.16216216216216217
cameron.kroll.gertrude_gen3,29,34,0.7027027027027027,28,36,0.5609756097560976
markus.braun.egfr_binder_1,49,46,0.7592592592592593,47,42,0.78
amirmhosseini47.mohammad_seq2,34,38,0.8,39,47,0.7916666666666666
elian.elian3,30,30,0.9354838709677419,31,29,0.8181818181818182
revoli.mutated_nab_9,35,27,0.37777777777777777,38,26,0.03225806451612903
niklas.ee4629a9-322f-48f0-884d-8f4418db9bce_l151_s241659642_mpnn11,35,33,0.8378378378378378,38,32,0.8421052631578947
flowuenne.nf-proteindesign_design10,12,16,0.037037037037037035,13,17,0.0
nitesh.mishra3.stepwise_rfdiff_egfr_binder_1,17,20,0.08823529411764706,24,26,0.3157894736842105
a.tucs.andrejs_tucs_seq5,31,31,1.0,37,39,0.9
alejandro.corrochano-navarro.eng_scfv_binder_1,22,27,0.6333333333333333,23,27,0.6666666666666666
binom16.pocket3pep98,12,19,0.47619047619047616,18,32,0.21951219512195122
lyu.1,33,34,0.7631578947368421,30,33,0.75
mlange05.c,15,28,0.22857142857142856,23,26,0.4
aswini.seed1_1,26,30,0.4,40,38,0.0
junhee.park1999.egfr_binder_7,21,33,0.42105263157894735,28,30,0.0
julian.faust.pimurutamabxbecotatug_scfv,24,27,0.59375,24,30,0.6875
round1zeroshot.k5q_n70s_k71r_n73t_s87t_n88d_r179k_k183r_e213d_s214p,23,24,0.6785714285714286,23,26,0.6333333333333333
julie.rj0aa,18,19,0.48,19,21,0.42857142857142855
amirm.mhosseini.seq3,16,31,0.42424242424242425,18,38,0.4358974358974359
qilin_y.test4,14,31,0.40625,18,43,0.0
jvogt4.vogt_scfv_2470,18,22,0.48148148148148145,17,18,0.0
akash.arunabharathi.design3,11,28,0.18181818181818182,18,48,0.0
niklas.95b59203-b642-4754-bcd3-8e670a722c8d_l91_s349792600_mpnn19,14,14,0.6470588235294118,15,16,0.47619047619047616
markus.braun.egfr_binder_6,54,28,0.22388059701492538,48,26,0.13846153846153847
maxall4.egfr_trim_l126_s498823_mpnn2_model1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000_top1_mutation_l39g_round1_chain_a,26,35,0.6052631578947368,30,39,0.725
aureliabustos.bce_var702,30,31,0.967741935483871,38,38,0.8536585365853658
zhoup1366.dbz10___a,17,30,0.42424242424242425,17,33,0.0
klima.jason.8hgo_design_4yyaf_0_0,24,31,0.375,31,45,0.49019607843137253
chenceshi1105.steven_binder_design_l82_s44755_it100_mpnn6,26,32,0.7058823529411765,22,30,0.7333333333333333
hughy.7om4_b_a_8_rnd2_v2_full,20,19,0.3,22,23,0.0
fernando.meireles.design_hybrid_partial_diff_9_54_binder,26,40,0.4666666666666667,32,48,0.2698412698412698
fgndd1.fg_seq1,27,24,0.0625,31,25,0.14285714285714285
tarkhov.andrey.erithacus_rubecula_gigantus_4,25,54,0.01282051282051282,35,59,0.46875
s1995825.cotimed_egf_netsolp_usability_6,32,30,0.9375,37,36,0.8717948717948718
allongoldberg.4_44_0_refined,19,33,0.4444444444444444,27,31,0.20833333333333334
alan.blakely.16_2,41,66,0.5285714285714286,45,60,0.5909090909090909
jack.li.egfrbindingcandidate_7,19,10,0.11538461538461539,22,11,0.0
bronte.egfr_binder_4_91,14,19,0.17857142857142858,17,23,0.2903225806451613
tarkhov.andrey.erithacus_rubecula_gigantus_7,26,46,0.125,37,47,0.0
merlettaia.seq0v4,15,17,0.6,19,16,0.0
alex.naka.venusaur,15,29,0.4666666666666667,20,38,0.48717948717948717
antorsae.ta397unsafety_2,11,23,0.4782608695652174,20,38,0.48717948717948717
deepsatflow.6aru_final_chain_a_domain_3_l142_s806907_mpnn1,24,34,0.6571428571428571,28,40,0.7
z_peplib.pepseq_design_6,13,33,0.06976744186046512,22,49,0.33962264150943394
qilin_y.test7,11,31,0.23529411764705882,21,41,0.05084745762711865
aureliabustos.bce_var433,31,31,1.0,37,43,0.8181818181818182
deepsatflow.6aru_final_chain_a_domain_3_l138_s466479_mpnn9,34,25,0.7352941176470589,33,28,0.7941176470588235
kerrding.seq9,12,16,0.07692307692307693,16,27,0.34375
s1995825.cotimed_egf_netsolp_usability_1,32,25,0.425,39,37,0.6521739130434783
joaosartori2.c6,38,38,0.8536585365853658,38,40,0.7727272727272727
areddy.egfr_l169_s781475,30,48,0.5294117647058824,36,52,0.35384615384615387
markus.braun.egfr_binder_7,51,3,0.038461538461538464,47,3,0.041666666666666664
